Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-08-07 11:00:00,Australia,New South Wales,AU-NSW,631.21,688.5,14.63,14.63,opennem.org.au,false,
2023-08-07 12:00:00,Australia,New South Wales,AU-NSW,647.26,705.42,12.39,12.39,opennem.org.au,false,
2023-08-07 13:00:00,Australia,New South Wales,AU-NSW,638.99,696.54,13.46,13.46,opennem.org.au,false,
2023-08-07 14:00:00,Australia,New South Wales,AU-NSW,640.67,697.81,13.56,13.56,opennem.org.au,false,
2023-08-07 15:00:00,Australia,New South Wales,AU-NSW,650.12,707.01,12.71,12.71,opennem.org.au,false,
2023-08-07 16:00:00,Australia,New South Wales,AU-NSW,652.05,708.7,12.72,12.72,opennem.org.au,false,
2023-08-07 17:00:00,Australia,New South Wales,AU-NSW,655.21,712.18,12.23,12.23,opennem.org.au,false,
2023-08-07 18:00:00,Australia,New South Wales,AU-NSW,659.91,718.15,11.07,11.07,opennem.org.au,false,
2023-08-07 19:00:00,Australia,New South Wales,AU-NSW,663.35,722.47,10.15,10.15,opennem.org.au,false,
2023-08-07 20:00:00,Australia,New South Wales,AU-NSW,655.8,714.6,11.33,11.33,opennem.org.au,false,
2023-08-07 21:00:00,Australia,New South Wales,AU-NSW,615.71,673.24,16.78,16.78,opennem.org.au,false,
2023-08-07 22:00:00,Australia,New South Wales,AU-NSW,535.88,591.6,28.73,28.73,opennem.org.au,false,
2023-08-07 23:00:00,Australia,New South Wales,AU-NSW,446.73,500.73,41.15,41.15,opennem.org.au,false,
2023-08-08 00:00:00,Australia,New South Wales,AU-NSW,381.34,434.25,49.76,49.76,opennem.org.au,false,
2023-08-08 01:00:00,Australia,New South Wales,AU-NSW,339.64,391.75,55.25,55.25,opennem.org.au,false,
2023-08-08 02:00:00,Australia,New South Wales,AU-NSW,326.48,378.36,57.0,57.0,opennem.org.au,false,
2023-08-08 03:00:00,Australia,New South Wales,AU-NSW,343.97,396.16,54.73,54.73,opennem.org.au,false,
2023-08-08 04:00:00,Australia,New South Wales,AU-NSW,371.28,424.11,51.07,51.07,opennem.org.au,false,
2023-08-08 05:00:00,Australia,New South Wales,AU-NSW,446.9,501.34,41.01,41.01,opennem.org.au,false,
2023-08-08 06:00:00,Australia,New South Wales,AU-NSW,577.54,635.25,23.21,23.21,opennem.org.au,false,
2023-08-08 07:00:00,Australia,New South Wales,AU-NSW,602.77,661.36,17.63,17.63,opennem.org.au,false,
2023-08-08 08:00:00,Australia,New South Wales,AU-NSW,584.78,644.18,18.55,18.55,opennem.org.au,false,
2023-08-08 09:00:00,Australia,New South Wales,AU-NSW,609.38,669.91,15.03,15.03,opennem.org.au,false,
2023-08-08 10:00:00,Australia,New South Wales,AU-NSW,630.41,688.89,14.11,14.11,opennem.org.au,false,
2023-08-08 11:00:00,Australia,New South Wales,AU-NSW,643.64,701.78,12.94,12.94,opennem.org.au,false,
2023-08-08 12:00:00,Australia,New South Wales,AU-NSW,637.78,695.05,13.96,13.96,opennem.org.au,false,
2023-08-08 13:00:00,Australia,New South Wales,AU-NSW,621.12,676.85,16.45,16.45,opennem.org.au,false,
2023-08-08 14:00:00,Australia,New South Wales,AU-NSW,614.72,669.83,17.38,17.38,opennem.org.au,false,
2023-08-08 15:00:00,Australia,New South Wales,AU-NSW,603.46,655.39,20.48,20.48,opennem.org.au,false,
2023-08-08 16:00:00,Australia,New South Wales,AU-NSW,604.14,655.96,20.41,20.41,opennem.org.au,false,
2023-08-08 17:00:00,Australia,New South Wales,AU-NSW,605.69,657.37,20.2,20.2,opennem.org.au,false,
2023-08-08 18:00:00,Australia,New South Wales,AU-NSW,602.96,654.49,20.53,20.53,opennem.org.au,false,
2023-08-08 19:00:00,Australia,New South Wales,AU-NSW,611.46,663.42,19.47,19.47,opennem.org.au,false,
2023-08-08 20:00:00,Australia,New South Wales,AU-NSW,607.07,659.11,20.19,20.19,opennem.org.au,false,
2023-08-08 21:00:00,Australia,New South Wales,AU-NSW,595.52,648.34,21.61,21.61,opennem.org.au,false,
2023-08-08 22:00:00,Australia,New South Wales,AU-NSW,496.37,549.52,34.55,34.55,opennem.org.au,false,
2023-08-08 23:00:00,Australia,New South Wales,AU-NSW,378.46,429.71,50.13,50.13,opennem.org.au,false,
2023-08-09 00:00:00,Australia,New South Wales,AU-NSW,304.77,354.38,59.82,59.82,opennem.org.au,false,
2023-08-09 01:00:00,Australia,New South Wales,AU-NSW,270.86,319.38,64.28,64.28,opennem.org.au,false,
2023-08-09 02:00:00,Australia,New South Wales,AU-NSW,261.62,309.56,65.53,65.53,opennem.org.au,false,
2023-08-09 03:00:00,Australia,New South Wales,AU-NSW,262.9,310.58,65.36,65.36,opennem.org.au,false,
2023-08-09 04:00:00,Australia,New South Wales,AU-NSW,275.46,323.29,63.68,63.68,opennem.org.au,false,
2023-08-09 05:00:00,Australia,New South Wales,AU-NSW,331.18,380.13,56.2,56.2,opennem.org.au,false,
2023-08-09 06:00:00,Australia,New South Wales,AU-NSW,481.19,532.64,36.4,36.4,opennem.org.au,false,
2023-08-09 07:00:00,Australia,New South Wales,AU-NSW,580.9,634.02,22.78,22.78,opennem.org.au,false,
2023-08-09 08:00:00,Australia,New South Wales,AU-NSW,591.22,645.66,20.47,20.47,opennem.org.au,false,
2023-08-09 09:00:00,Australia,New South Wales,AU-NSW,570.04,623.07,23.16,23.16,opennem.org.au,false,
2023-08-09 10:00:00,Australia,New South Wales,AU-NSW,575.64,628.9,22.18,22.18,opennem.org.au,false,
2023-08-09 11:00:00,Australia,New South Wales,AU-NSW,556.66,608.82,24.59,24.59,opennem.org.au,false,
2023-08-09 12:00:00,Australia,New South Wales,AU-NSW,540.38,591.58,26.62,26.62,opennem.org.au,false,
2023-08-09 13:00:00,Australia,New South Wales,AU-NSW,529.81,579.67,28.38,28.38,opennem.org.au,false,
2023-08-09 14:00:00,Australia,New South Wales,AU-NSW,533.96,582.16,29.0,29.0,opennem.org.au,false,
2023-08-09 15:00:00,Australia,New South Wales,AU-NSW,541.95,589.2,28.7,28.7,opennem.org.au,false,
2023-08-09 16:00:00,Australia,New South Wales,AU-NSW,537.98,584.69,29.23,29.23,opennem.org.au,false,
2023-08-09 17:00:00,Australia,New South Wales,AU-NSW,533.26,579.67,29.84,29.84,opennem.org.au,false,
2023-08-09 18:00:00,Australia,New South Wales,AU-NSW,534.98,581.69,29.63,29.63,opennem.org.au,false,
2023-08-09 19:00:00,Australia,New South Wales,AU-NSW,557.39,605.43,26.66,26.66,opennem.org.au,false,
2023-08-09 20:00:00,Australia,New South Wales,AU-NSW,576.34,625.65,24.2,24.2,opennem.org.au,false,
2023-08-09 21:00:00,Australia,New South Wales,AU-NSW,546.87,596.28,28.02,28.02,opennem.org.au,false,
2023-08-09 22:00:00,Australia,New South Wales,AU-NSW,436.62,485.28,42.47,42.47,opennem.org.au,false,
2023-08-09 23:00:00,Australia,New South Wales,AU-NSW,337.59,384.5,55.5,55.5,opennem.org.au,false,
2023-08-10 00:00:00,Australia,New South Wales,AU-NSW,284.81,330.71,62.46,62.46,opennem.org.au,false,
2023-08-10 01:00:00,Australia,New South Wales,AU-NSW,257.36,302.82,66.09,66.09,opennem.org.au,false,
2023-08-10 02:00:00,Australia,New South Wales,AU-NSW,258.42,303.72,65.96,65.96,opennem.org.au,false,
2023-08-10 03:00:00,Australia,New South Wales,AU-NSW,258.5,303.85,65.93,65.93,opennem.org.au,false,
2023-08-10 04:00:00,Australia,New South Wales,AU-NSW,277.65,323.31,63.39,63.39,opennem.org.au,false,
2023-08-10 05:00:00,Australia,New South Wales,AU-NSW,338.41,385.59,55.28,55.28,opennem.org.au,false,
2023-08-10 06:00:00,Australia,New South Wales,AU-NSW,472.24,522.78,37.19,37.19,opennem.org.au,false,
2023-08-10 07:00:00,Australia,New South Wales,AU-NSW,595.09,649.64,19.93,19.93,opennem.org.au,false,
2023-08-10 08:00:00,Australia,New South Wales,AU-NSW,598.7,653.24,19.39,19.39,opennem.org.au,false,
2023-08-10 09:00:00,Australia,New South Wales,AU-NSW,596.94,651.4,19.54,19.54,opennem.org.au,false,
2023-08-10 10:00:00,Australia,New South Wales,AU-NSW,589.23,643.3,20.58,20.58,opennem.org.au,false,
2023-08-10 11:00:00,Australia,New South Wales,AU-NSW,598.57,653.45,19.15,19.15,opennem.org.au,false,
2023-08-10 12:00:00,Australia,New South Wales,AU-NSW,627.02,683.15,15.4,15.4,opennem.org.au,false,
2023-08-10 13:00:00,Australia,New South Wales,AU-NSW,616.27,670.92,17.3,17.3,opennem.org.au,false,
2023-08-10 14:00:00,Australia,New South Wales,AU-NSW,631.55,687.01,15.45,15.45,opennem.org.au,false,
2023-08-10 15:00:00,Australia,New South Wales,AU-NSW,642.74,698.65,14.01,14.01,opennem.org.au,false,
2023-08-10 16:00:00,Australia,New South Wales,AU-NSW,651.12,707.6,12.83,12.83,opennem.org.au,false,
2023-08-10 17:00:00,Australia,New South Wales,AU-NSW,656.71,713.7,12.03,12.03,opennem.org.au,false,
2023-08-10 18:00:00,Australia,New South Wales,AU-NSW,667.39,724.98,10.68,10.68,opennem.org.au,false,
2023-08-10 19:00:00,Australia,New South Wales,AU-NSW,677.64,735.81,9.39,9.39,opennem.org.au,false,
2023-08-10 20:00:00,Australia,New South Wales,AU-NSW,650.69,709.08,12.21,12.21,opennem.org.au,false,
2023-08-10 21:00:00,Australia,New South Wales,AU-NSW,593.83,651.0,19.66,19.66,opennem.org.au,false,
2023-08-10 22:00:00,Australia,New South Wales,AU-NSW,487.21,541.61,35.44,35.44,opennem.org.au,false,
2023-08-10 23:00:00,Australia,New South Wales,AU-NSW,402.92,455.85,46.92,46.92,opennem.org.au,false,
2023-08-11 00:00:00,Australia,New South Wales,AU-NSW,336.12,387.48,55.7,55.7,opennem.org.au,false,
2023-08-11 01:00:00,Australia,New South Wales,AU-NSW,293.21,343.2,61.36,61.36,opennem.org.au,false,
2023-08-11 02:00:00,Australia,New South Wales,AU-NSW,283.71,333.38,62.61,62.61,opennem.org.au,false,
2023-08-11 03:00:00,Australia,New South Wales,AU-NSW,289.86,339.14,61.8,61.8,opennem.org.au,false,
2023-08-11 04:00:00,Australia,New South Wales,AU-NSW,314.03,363.89,58.61,58.61,opennem.org.au,false,
2023-08-11 05:00:00,Australia,New South Wales,AU-NSW,380.9,432.75,49.56,49.56,opennem.org.au,false,
2023-08-11 06:00:00,Australia,New South Wales,AU-NSW,509.36,564.71,31.42,31.42,opennem.org.au,false,
2023-08-11 07:00:00,Australia,New South Wales,AU-NSW,570.91,626.67,22.12,22.12,opennem.org.au,false,
2023-08-11 08:00:00,Australia,New South Wales,AU-NSW,583.52,638.64,20.8,20.8,opennem.org.au,false,
2023-08-11 09:00:00,Australia,New South Wales,AU-NSW,582.38,637.53,20.81,20.81,opennem.org.au,false,
2023-08-11 10:00:00,Australia,New South Wales,AU-NSW,604.78,660.74,18.16,18.16,opennem.org.au,false,
2023-08-11 11:00:00,Australia,New South Wales,AU-NSW,617.56,673.88,16.57,16.57,opennem.org.au,false,
2023-08-11 12:00:00,Australia,New South Wales,AU-NSW,620.71,676.63,16.34,16.34,opennem.org.au,false,
2023-08-11 13:00:00,Australia,New South Wales,AU-NSW,593.16,648.08,19.89,19.89,opennem.org.au,false,
2023-08-11 14:00:00,Australia,New South Wales,AU-NSW,595.03,648.27,20.69,20.69,opennem.org.au,false,
2023-08-11 15:00:00,Australia,New South Wales,AU-NSW,589.51,640.65,22.41,22.41,opennem.org.au,false,
2023-08-11 16:00:00,Australia,New South Wales,AU-NSW,584.74,635.43,23.07,23.07,opennem.org.au,false,
2023-08-11 17:00:00,Australia,New South Wales,AU-NSW,572.8,622.65,24.62,24.62,opennem.org.au,false,
2023-08-11 18:00:00,Australia,New South Wales,AU-NSW,583.77,633.97,23.24,23.24,opennem.org.au,false,
2023-08-11 19:00:00,Australia,New South Wales,AU-NSW,594.27,645.26,21.77,21.77,opennem.org.au,false,
2023-08-11 20:00:00,Australia,New South Wales,AU-NSW,586.77,637.57,22.8,22.8,opennem.org.au,false,
2023-08-11 21:00:00,Australia,New South Wales,AU-NSW,574.34,626.9,24.37,24.37,opennem.org.au,false,
2023-08-11 22:00:00,Australia,New South Wales,AU-NSW,455.81,507.66,39.92,39.92,opennem.org.au,false,
2023-08-11 23:00:00,Australia,New South Wales,AU-NSW,361.48,411.55,52.36,52.36,opennem.org.au,false,
2023-08-12 00:00:00,Australia,New South Wales,AU-NSW,307.82,356.94,59.41,59.41,opennem.org.au,false,
2023-08-12 01:00:00,Australia,New South Wales,AU-NSW,284.1,332.8,62.54,62.54,opennem.org.au,false,
2023-08-12 02:00:00,Australia,New South Wales,AU-NSW,290.16,338.96,61.75,61.75,opennem.org.au,false,
2023-08-12 03:00:00,Australia,New South Wales,AU-NSW,300.63,349.33,60.37,60.37,opennem.org.au,false,
2023-08-12 04:00:00,Australia,New South Wales,AU-NSW,355.17,404.59,53.17,53.17,opennem.org.au,false,
2023-08-12 05:00:00,Australia,New South Wales,AU-NSW,437.28,488.49,42.19,42.19,opennem.org.au,false,
2023-08-12 06:00:00,Australia,New South Wales,AU-NSW,539.46,594.48,27.28,27.28,opennem.org.au,false,
2023-08-12 07:00:00,Australia,New South Wales,AU-NSW,574.17,631.38,20.75,20.75,opennem.org.au,false,
2023-08-12 08:00:00,Australia,New South Wales,AU-NSW,585.15,643.09,19.14,19.14,opennem.org.au,false,
2023-08-12 09:00:00,Australia,New South Wales,AU-NSW,610.22,668.54,16.26,16.26,opennem.org.au,false,
2023-08-12 10:00:00,Australia,New South Wales,AU-NSW,634.53,693.01,13.77,13.77,opennem.org.au,false,
2023-08-12 11:00:00,Australia,New South Wales,AU-NSW,663.04,723.07,10.08,10.08,opennem.org.au,false,
2023-08-12 12:00:00,Australia,New South Wales,AU-NSW,672.22,732.76,8.73,8.73,opennem.org.au,false,
2023-08-12 13:00:00,Australia,New South Wales,AU-NSW,669.77,730.15,9.07,9.07,opennem.org.au,false,
2023-08-12 14:00:00,Australia,New South Wales,AU-NSW,668.41,727.35,10.01,10.01,opennem.org.au,false,
2023-08-12 15:00:00,Australia,New South Wales,AU-NSW,680.62,739.03,9.26,9.26,opennem.org.au,false,
2023-08-12 16:00:00,Australia,New South Wales,AU-NSW,696.63,754.25,8.28,8.28,opennem.org.au,false,
2023-08-12 17:00:00,Australia,New South Wales,AU-NSW,703.27,761.31,7.44,7.44,opennem.org.au,false,
2023-08-12 18:00:00,Australia,New South Wales,AU-NSW,709.04,767.4,6.64,6.64,opennem.org.au,false,
2023-08-12 19:00:00,Australia,New South Wales,AU-NSW,711.44,770.03,6.3,6.3,opennem.org.au,false,
2023-08-12 20:00:00,Australia,New South Wales,AU-NSW,701.5,759.54,7.62,7.62,opennem.org.au,false,
2023-08-12 21:00:00,Australia,New South Wales,AU-NSW,658.28,715.66,13.25,13.25,opennem.org.au,false,
2023-08-12 22:00:00,Australia,New South Wales,AU-NSW,575.69,631.93,24.13,24.13,opennem.org.au,false,
2023-08-12 23:00:00,Australia,New South Wales,AU-NSW,501.92,557.02,33.87,33.87,opennem.org.au,false,
2023-08-13 00:00:00,Australia,New South Wales,AU-NSW,450.47,504.71,40.62,40.62,opennem.org.au,false,
2023-08-13 01:00:00,Australia,New South Wales,AU-NSW,385.6,438.26,49.2,49.2,opennem.org.au,false,
2023-08-13 02:00:00,Australia,New South Wales,AU-NSW,399.3,451.99,47.39,47.39,opennem.org.au,false,
2023-08-13 03:00:00,Australia,New South Wales,AU-NSW,426.45,479.5,43.81,43.81,opennem.org.au,false,
2023-08-13 04:00:00,Australia,New South Wales,AU-NSW,467.01,520.63,38.46,38.46,opennem.org.au,false,
2023-08-13 05:00:00,Australia,New South Wales,AU-NSW,528.21,583.05,30.23,30.23,opennem.org.au,false,
2023-08-13 06:00:00,Australia,New South Wales,AU-NSW,604.36,662.57,18.84,18.84,opennem.org.au,false,
2023-08-13 07:00:00,Australia,New South Wales,AU-NSW,607.36,666.38,16.82,16.82,opennem.org.au,false,
2023-08-13 08:00:00,Australia,New South Wales,AU-NSW,600.54,660.49,16.65,16.65,opennem.org.au,false,
2023-08-13 09:00:00,Australia,New South Wales,AU-NSW,612.77,672.87,15.16,15.16,opennem.org.au,false,
2023-08-13 10:00:00,Australia,New South Wales,AU-NSW,644.37,704.95,11.77,11.77,opennem.org.au,false,
2023-08-13 11:00:00,Australia,New South Wales,AU-NSW,683.98,745.69,7.05,7.05,opennem.org.au,false,
2023-08-13 12:00:00,Australia,New South Wales,AU-NSW,669.0,729.78,9.18,9.18,opennem.org.au,false,
2023-08-13 13:00:00,Australia,New South Wales,AU-NSW,654.38,714.14,11.27,11.27,opennem.org.au,false,
2023-08-13 14:00:00,Australia,New South Wales,AU-NSW,650.18,709.16,12.01,12.01,opennem.org.au,false,
2023-08-13 15:00:00,Australia,New South Wales,AU-NSW,648.19,705.74,13.06,13.06,opennem.org.au,false,
2023-08-13 16:00:00,Australia,New South Wales,AU-NSW,645.5,702.58,13.61,13.61,opennem.org.au,false,
2023-08-13 17:00:00,Australia,New South Wales,AU-NSW,633.7,689.96,15.17,15.17,opennem.org.au,false,
2023-08-13 18:00:00,Australia,New South Wales,AU-NSW,644.96,701.7,13.69,13.69,opennem.org.au,false,
2023-08-13 19:00:00,Australia,New South Wales,AU-NSW,646.56,703.53,13.37,13.37,opennem.org.au,false,
2023-08-13 20:00:00,Australia,New South Wales,AU-NSW,617.84,674.86,16.47,16.47,opennem.org.au,false,
2023-08-13 21:00:00,Australia,New South Wales,AU-NSW,590.08,649.0,18.59,18.59,opennem.org.au,false,
2023-08-13 22:00:00,Australia,New South Wales,AU-NSW,551.18,608.43,25.06,25.06,opennem.org.au,false,
2023-08-13 23:00:00,Australia,New South Wales,AU-NSW,513.3,569.09,30.92,30.92,opennem.org.au,false,
2023-08-14 00:00:00,Australia,New South Wales,AU-NSW,467.36,521.97,37.48,37.48,opennem.org.au,false,
2023-08-14 01:00:00,Australia,New South Wales,AU-NSW,401.71,453.76,46.15,46.15,opennem.org.au,false,
2023-08-14 02:00:00,Australia,New South Wales,AU-NSW,394.25,445.78,47.14,47.14,opennem.org.au,false,
2023-08-14 03:00:00,Australia,New South Wales,AU-NSW,408.4,460.26,45.14,45.14,opennem.org.au,false,
2023-08-14 04:00:00,Australia,New South Wales,AU-NSW,446.89,499.33,40.14,40.14,opennem.org.au,false,
2023-08-14 05:00:00,Australia,New South Wales,AU-NSW,463.68,516.27,37.88,37.88,opennem.org.au,false,
2023-08-14 06:00:00,Australia,New South Wales,AU-NSW,503.93,557.48,32.22,32.22,opennem.org.au,false,
2023-08-14 07:00:00,Australia,New South Wales,AU-NSW,570.58,630.4,19.92,19.92,opennem.org.au,false,
2023-08-14 08:00:00,Australia,New South Wales,AU-NSW,548.66,609.18,21.36,21.36,opennem.org.au,false,
2023-08-14 09:00:00,Australia,New South Wales,AU-NSW,558.89,620.6,19.42,19.42,opennem.org.au,false,
2023-08-14 10:00:00,Australia,New South Wales,AU-NSW,592.19,655.03,15.3,15.3,opennem.org.au,false,
2023-08-14 11:00:00,Australia,New South Wales,AU-NSW,596.36,658.9,15.02,15.02,opennem.org.au,false,
2023-08-14 12:00:00,Australia,New South Wales,AU-NSW,610.58,673.12,13.66,13.66,opennem.org.au,false,
2023-08-14 13:00:00,Australia,New South Wales,AU-NSW,614.57,672.95,16.07,16.07,opennem.org.au,false,
2023-08-14 14:00:00,Australia,New South Wales,AU-NSW,612.89,671.22,16.22,16.22,opennem.org.au,false,
2023-08-14 15:00:00,Australia,New South Wales,AU-NSW,614.02,672.17,16.12,16.12,opennem.org.au,false,
2023-08-14 16:00:00,Australia,New South Wales,AU-NSW,609.11,666.13,17.06,17.06,opennem.org.au,false,
2023-08-14 17:00:00,Australia,New South Wales,AU-NSW,611.21,668.53,16.71,16.71,opennem.org.au,false,
2023-08-14 18:00:00,Australia,New South Wales,AU-NSW,643.31,702.5,12.3,12.3,opennem.org.au,false,
2023-08-14 19:00:00,Australia,New South Wales,AU-NSW,659.06,719.14,10.1,10.1,opennem.org.au,false,
2023-08-14 20:00:00,Australia,New South Wales,AU-NSW,629.23,688.85,13.56,13.56,opennem.org.au,false,
2023-08-14 21:00:00,Australia,New South Wales,AU-NSW,569.02,630.79,19.11,19.11,opennem.org.au,false,
2023-08-14 22:00:00,Australia,New South Wales,AU-NSW,482.97,539.82,33.87,33.87,opennem.org.au,false,
2023-08-14 23:00:00,Australia,New South Wales,AU-NSW,402.79,456.84,46.09,46.09,opennem.org.au,false,
2023-08-15 00:00:00,Australia,New South Wales,AU-NSW,329.41,382.09,55.69,55.69,opennem.org.au,false,
2023-08-15 01:00:00,Australia,New South Wales,AU-NSW,302.65,354.86,59.2,59.2,opennem.org.au,false,
2023-08-15 02:00:00,Australia,New South Wales,AU-NSW,313.56,365.84,57.74,57.74,opennem.org.au,false,
2023-08-15 03:00:00,Australia,New South Wales,AU-NSW,331.73,384.31,55.4,55.4,opennem.org.au,false,
2023-08-15 04:00:00,Australia,New South Wales,AU-NSW,347.77,400.72,53.19,53.19,opennem.org.au,false,
2023-08-15 05:00:00,Australia,New South Wales,AU-NSW,389.1,443.11,47.61,47.61,opennem.org.au,false,
2023-08-15 06:00:00,Australia,New South Wales,AU-NSW,475.12,531.03,35.46,35.46,opennem.org.au,false,
2023-08-15 07:00:00,Australia,New South Wales,AU-NSW,531.72,593.06,23.42,23.42,opennem.org.au,false,
2023-08-15 08:00:00,Australia,New South Wales,AU-NSW,523.57,585.95,23.16,23.16,opennem.org.au,false,
2023-08-15 09:00:00,Australia,New South Wales,AU-NSW,527.68,589.78,22.26,22.26,opennem.org.au,false,
2023-08-15 10:00:00,Australia,New South Wales,AU-NSW,595.0,655.68,16.24,16.24,opennem.org.au,false,
2023-08-15 11:00:00,Australia,New South Wales,AU-NSW,623.77,682.83,14.38,14.38,opennem.org.au,false,
2023-08-15 12:00:00,Australia,New South Wales,AU-NSW,638.71,697.31,13.23,13.23,opennem.org.au,false,
2023-08-15 13:00:00,Australia,New South Wales,AU-NSW,634.48,693.64,13.27,13.27,opennem.org.au,false,
2023-08-15 14:00:00,Australia,New South Wales,AU-NSW,633.12,691.88,13.61,13.61,opennem.org.au,false,
2023-08-15 15:00:00,Australia,New South Wales,AU-NSW,621.63,679.36,15.34,15.34,opennem.org.au,false,
2023-08-15 16:00:00,Australia,New South Wales,AU-NSW,615.66,673.23,16.02,16.02,opennem.org.au,false,
2023-08-15 17:00:00,Australia,New South Wales,AU-NSW,614.32,671.85,16.19,16.19,opennem.org.au,false,
2023-08-15 18:00:00,Australia,New South Wales,AU-NSW,608.71,665.81,16.96,16.96,opennem.org.au,false,
2023-08-15 19:00:00,Australia,New South Wales,AU-NSW,605.47,662.27,17.54,17.54,opennem.org.au,false,
2023-08-15 20:00:00,Australia,New South Wales,AU-NSW,560.52,617.97,21.89,21.89,opennem.org.au,false,
2023-08-15 21:00:00,Australia,New South Wales,AU-NSW,529.99,589.1,24.6,24.6,opennem.org.au,false,
2023-08-15 22:00:00,Australia,New South Wales,AU-NSW,463.76,519.11,36.8,36.8,opennem.org.au,false,
2023-08-15 23:00:00,Australia,New South Wales,AU-NSW,398.75,451.6,47.26,47.26,opennem.org.au,false,
2023-08-16 00:00:00,Australia,New South Wales,AU-NSW,333.77,385.11,56.08,56.08,opennem.org.au,false,
2023-08-16 01:00:00,Australia,New South Wales,AU-NSW,309.0,359.8,59.34,59.34,opennem.org.au,false,
2023-08-16 02:00:00,Australia,New South Wales,AU-NSW,313.54,364.65,58.74,58.74,opennem.org.au,false,
2023-08-16 03:00:00,Australia,New South Wales,AU-NSW,322.63,374.08,57.55,57.55,opennem.org.au,false,
2023-08-16 04:00:00,Australia,New South Wales,AU-NSW,343.72,395.64,54.75,54.75,opennem.org.au,false,
2023-08-16 05:00:00,Australia,New South Wales,AU-NSW,386.79,439.64,48.94,48.94,opennem.org.au,false,
2023-08-16 06:00:00,Australia,New South Wales,AU-NSW,485.43,540.28,35.02,35.02,opennem.org.au,false,
2023-08-16 07:00:00,Australia,New South Wales,AU-NSW,549.27,608.14,23.3,23.3,opennem.org.au,false,
2023-08-16 08:00:00,Australia,New South Wales,AU-NSW,539.82,599.86,22.85,22.85,opennem.org.au,false,
2023-08-16 09:00:00,Australia,New South Wales,AU-NSW,553.52,613.82,21.15,21.15,opennem.org.au,false,
2023-08-16 10:00:00,Australia,New South Wales,AU-NSW,559.67,620.48,20.13,20.13,opennem.org.au,false,
2023-08-16 11:00:00,Australia,New South Wales,AU-NSW,581.27,642.73,17.44,17.44,opennem.org.au,false,
2023-08-16 12:00:00,Australia,New South Wales,AU-NSW,598.48,659.15,15.99,15.99,opennem.org.au,false,
2023-08-16 13:00:00,Australia,New South Wales,AU-NSW,609.34,667.71,16.34,16.34,opennem.org.au,false,
2023-08-16 14:00:00,Australia,New South Wales,AU-NSW,614.63,671.46,16.75,16.75,opennem.org.au,false,
2023-08-16 15:00:00,Australia,New South Wales,AU-NSW,641.43,698.53,13.83,13.83,opennem.org.au,false,
2023-08-16 16:00:00,Australia,New South Wales,AU-NSW,635.2,691.32,14.94,14.94,opennem.org.au,false,
2023-08-16 17:00:00,Australia,New South Wales,AU-NSW,618.88,674.09,17.0,17.0,opennem.org.au,false,
2023-08-16 18:00:00,Australia,New South Wales,AU-NSW,617.61,672.81,17.12,17.12,opennem.org.au,false,
2023-08-16 19:00:00,Australia,New South Wales,AU-NSW,624.5,680.3,16.12,16.12,opennem.org.au,false,
2023-08-16 20:00:00,Australia,New South Wales,AU-NSW,588.5,645.67,18.73,18.73,opennem.org.au,false,
2023-08-16 21:00:00,Australia,New South Wales,AU-NSW,547.02,606.36,22.23,22.23,opennem.org.au,false,
2023-08-16 22:00:00,Australia,New South Wales,AU-NSW,486.87,540.88,34.38,34.38,opennem.org.au,false,
2023-08-16 23:00:00,Australia,New South Wales,AU-NSW,422.06,473.87,44.47,44.47,opennem.org.au,false,
2023-08-17 00:00:00,Australia,New South Wales,AU-NSW,363.13,414.45,52.26,52.26,opennem.org.au,false,
2023-08-17 01:00:00,Australia,New South Wales,AU-NSW,329.28,379.92,56.75,56.75,opennem.org.au,false,
2023-08-17 02:00:00,Australia,New South Wales,AU-NSW,310.76,360.66,59.11,59.11,opennem.org.au,false,
2023-08-17 03:00:00,Australia,New South Wales,AU-NSW,325.05,374.46,57.22,57.22,opennem.org.au,false,
2023-08-17 04:00:00,Australia,New South Wales,AU-NSW,372.52,421.94,50.97,50.97,opennem.org.au,false,
2023-08-17 05:00:00,Australia,New South Wales,AU-NSW,463.62,514.55,38.9,38.9,opennem.org.au,false,
2023-08-17 06:00:00,Australia,New South Wales,AU-NSW,522.19,577.02,28.71,28.71,opennem.org.au,false,
2023-08-17 07:00:00,Australia,New South Wales,AU-NSW,533.64,592.7,24.03,24.03,opennem.org.au,false,
2023-08-17 08:00:00,Australia,New South Wales,AU-NSW,541.88,601.99,22.32,22.32,opennem.org.au,false,
2023-08-17 09:00:00,Australia,New South Wales,AU-NSW,554.93,614.78,20.94,20.94,opennem.org.au,false,
2023-08-17 10:00:00,Australia,New South Wales,AU-NSW,576.72,635.15,19.17,19.17,opennem.org.au,false,
2023-08-17 11:00:00,Australia,New South Wales,AU-NSW,564.66,619.84,22.09,22.09,opennem.org.au,false,
2023-08-17 12:00:00,Australia,New South Wales,AU-NSW,566.23,621.98,21.63,21.63,opennem.org.au,false,
2023-08-17 13:00:00,Australia,New South Wales,AU-NSW,562.02,617.81,22.12,22.12,opennem.org.au,false,
