Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Australia,New South Wales,AU-NSW,295.12,345.14,61.17,61.17,opennem.org.au,false,
2023-01-01 01:00:00,Australia,New South Wales,AU-NSW,284.92,334.8,62.51,62.51,opennem.org.au,false,
2023-01-01 02:00:00,Australia,New South Wales,AU-NSW,288.26,338.21,62.07,62.07,opennem.org.au,false,
2023-01-01 03:00:00,Australia,New South Wales,AU-NSW,288.61,338.49,62.03,62.03,opennem.org.au,false,
2023-01-01 04:00:00,Australia,New South Wales,AU-NSW,316.14,366.69,58.4,58.4,opennem.org.au,false,
2023-01-01 05:00:00,Australia,New South Wales,AU-NSW,348.58,399.74,54.14,54.14,opennem.org.au,false,
2023-01-01 06:00:00,Australia,New South Wales,AU-NSW,408.79,460.92,46.21,46.21,opennem.org.au,false,
2023-01-01 07:00:00,Australia,New South Wales,AU-NSW,455.17,506.39,40.11,40.11,opennem.org.au,false,
2023-01-01 08:00:00,Australia,New South Wales,AU-NSW,528.12,579.05,30.1,30.1,opennem.org.au,false,
2023-01-01 09:00:00,Australia,New South Wales,AU-NSW,581.84,632.23,23.28,23.28,opennem.org.au,false,
2023-01-01 10:00:00,Australia,New South Wales,AU-NSW,580.66,630.04,23.62,23.62,opennem.org.au,false,
2023-01-01 11:00:00,Australia,New South Wales,AU-NSW,511.61,557.71,32.7,32.7,opennem.org.au,false,
2023-01-01 12:00:00,Australia,New South Wales,AU-NSW,505.38,551.1,33.64,33.64,opennem.org.au,false,
2023-01-01 13:00:00,Australia,New South Wales,AU-NSW,518.16,564.46,31.91,31.91,opennem.org.au,false,
2023-01-01 14:00:00,Australia,New South Wales,AU-NSW,510.04,556.0,32.9,32.9,opennem.org.au,false,
2023-01-01 15:00:00,Australia,New South Wales,AU-NSW,521.67,568.14,31.36,31.36,opennem.org.au,false,
2023-01-01 16:00:00,Australia,New South Wales,AU-NSW,555.02,602.86,26.97,26.97,opennem.org.au,false,
2023-01-01 17:00:00,Australia,New South Wales,AU-NSW,546.74,594.49,28.07,28.07,opennem.org.au,false,
2023-01-01 18:00:00,Australia,New South Wales,AU-NSW,572.95,622.17,24.61,24.61,opennem.org.au,false,
2023-01-01 19:00:00,Australia,New South Wales,AU-NSW,566.32,616.09,25.48,25.48,opennem.org.au,false,
2023-01-01 20:00:00,Australia,New South Wales,AU-NSW,485.12,536.57,36.17,36.17,opennem.org.au,false,
2023-01-01 21:00:00,Australia,New South Wales,AU-NSW,393.07,444.65,48.28,48.28,opennem.org.au,false,
2023-01-01 22:00:00,Australia,New South Wales,AU-NSW,354.39,405.55,53.37,53.37,opennem.org.au,false,
2023-01-01 23:00:00,Australia,New South Wales,AU-NSW,321.57,372.22,57.69,57.69,opennem.org.au,false,
2023-01-02 00:00:00,Australia,New South Wales,AU-NSW,297.04,347.2,60.91,60.91,opennem.org.au,false,
2023-01-02 01:00:00,Australia,New South Wales,AU-NSW,293.93,344.18,61.32,61.32,opennem.org.au,false,
2023-01-02 02:00:00,Australia,New South Wales,AU-NSW,296.61,346.54,60.97,60.97,opennem.org.au,false,
2023-01-02 03:00:00,Australia,New South Wales,AU-NSW,313.07,363.19,58.81,58.81,opennem.org.au,false,
2023-01-02 04:00:00,Australia,New South Wales,AU-NSW,320.0,369.25,57.89,57.89,opennem.org.au,false,
2023-01-02 05:00:00,Australia,New South Wales,AU-NSW,350.21,398.87,53.81,53.81,opennem.org.au,false,
2023-01-02 06:00:00,Australia,New South Wales,AU-NSW,430.52,480.58,43.09,43.09,opennem.org.au,false,
2023-01-02 07:00:00,Australia,New South Wales,AU-NSW,511.91,564.75,31.88,31.88,opennem.org.au,false,
2023-01-02 08:00:00,Australia,New South Wales,AU-NSW,584.74,641.13,20.92,20.92,opennem.org.au,false,
2023-01-02 09:00:00,Australia,New South Wales,AU-NSW,622.81,679.78,15.51,15.51,opennem.org.au,false,
2023-01-02 10:00:00,Australia,New South Wales,AU-NSW,614.56,670.98,16.44,16.44,opennem.org.au,false,
2023-01-02 11:00:00,Australia,New South Wales,AU-NSW,613.66,670.4,16.28,16.28,opennem.org.au,false,
2023-01-02 12:00:00,Australia,New South Wales,AU-NSW,610.08,666.79,16.63,16.63,opennem.org.au,false,
2023-01-02 13:00:00,Australia,New South Wales,AU-NSW,614.06,671.33,15.87,15.87,opennem.org.au,false,
2023-01-02 14:00:00,Australia,New South Wales,AU-NSW,630.42,689.07,13.57,13.57,opennem.org.au,false,
2023-01-02 15:00:00,Australia,New South Wales,AU-NSW,633.22,692.38,12.99,12.99,opennem.org.au,false,
2023-01-02 16:00:00,Australia,New South Wales,AU-NSW,627.26,685.28,14.24,14.24,opennem.org.au,false,
2023-01-02 17:00:00,Australia,New South Wales,AU-NSW,625.38,683.29,14.49,14.49,opennem.org.au,false,
2023-01-02 18:00:00,Australia,New South Wales,AU-NSW,616.29,674.49,15.14,15.14,opennem.org.au,false,
2023-01-02 19:00:00,Australia,New South Wales,AU-NSW,600.97,658.63,17.27,17.27,opennem.org.au,false,
2023-01-02 20:00:00,Australia,New South Wales,AU-NSW,512.31,567.27,30.64,30.64,opennem.org.au,false,
2023-01-02 21:00:00,Australia,New South Wales,AU-NSW,410.52,463.97,44.56,44.56,opennem.org.au,false,
2023-01-02 22:00:00,Australia,New South Wales,AU-NSW,335.43,387.48,54.61,54.61,opennem.org.au,false,
2023-01-02 23:00:00,Australia,New South Wales,AU-NSW,286.01,336.99,61.24,61.24,opennem.org.au,false,
2023-01-03 00:00:00,Australia,New South Wales,AU-NSW,270.61,321.41,63.32,63.32,opennem.org.au,false,
2023-01-03 01:00:00,Australia,New South Wales,AU-NSW,264.99,315.7,64.08,64.08,opennem.org.au,false,
2023-01-03 02:00:00,Australia,New South Wales,AU-NSW,269.23,319.86,63.53,63.53,opennem.org.au,false,
2023-01-03 03:00:00,Australia,New South Wales,AU-NSW,285.98,336.98,61.17,61.17,opennem.org.au,false,
2023-01-03 04:00:00,Australia,New South Wales,AU-NSW,316.85,368.99,56.68,56.68,opennem.org.au,false,
2023-01-03 05:00:00,Australia,New South Wales,AU-NSW,364.54,416.96,50.38,50.38,opennem.org.au,false,
2023-01-03 06:00:00,Australia,New South Wales,AU-NSW,408.54,461.54,44.18,44.18,opennem.org.au,false,
2023-01-03 07:00:00,Australia,New South Wales,AU-NSW,428.87,480.84,41.53,41.53,opennem.org.au,false,
2023-01-03 08:00:00,Australia,New South Wales,AU-NSW,491.43,543.13,33.21,33.21,opennem.org.au,false,
2023-01-03 09:00:00,Australia,New South Wales,AU-NSW,541.77,593.76,26.35,26.35,opennem.org.au,false,
2023-01-03 10:00:00,Australia,New South Wales,AU-NSW,538.89,590.58,26.58,26.58,opennem.org.au,false,
2023-01-03 11:00:00,Australia,New South Wales,AU-NSW,524.55,575.59,28.27,28.27,opennem.org.au,false,
2023-01-03 12:00:00,Australia,New South Wales,AU-NSW,546.44,598.86,25.18,25.18,opennem.org.au,false,
2023-01-03 13:00:00,Australia,New South Wales,AU-NSW,556.12,609.3,23.72,23.72,opennem.org.au,false,
2023-01-03 14:00:00,Australia,New South Wales,AU-NSW,541.52,594.0,25.46,25.46,opennem.org.au,false,
2023-01-03 15:00:00,Australia,New South Wales,AU-NSW,548.41,601.94,24.19,24.19,opennem.org.au,false,
2023-01-03 16:00:00,Australia,New South Wales,AU-NSW,565.91,621.05,21.6,21.6,opennem.org.au,false,
2023-01-03 17:00:00,Australia,New South Wales,AU-NSW,555.93,610.59,22.83,22.83,opennem.org.au,false,
2023-01-03 18:00:00,Australia,New South Wales,AU-NSW,584.53,640.79,19.22,19.22,opennem.org.au,false,
2023-01-03 19:00:00,Australia,New South Wales,AU-NSW,588.14,644.59,19.2,19.2,opennem.org.au,false,
2023-01-03 20:00:00,Australia,New South Wales,AU-NSW,478.38,531.38,35.39,35.39,opennem.org.au,false,
2023-01-03 21:00:00,Australia,New South Wales,AU-NSW,409.33,461.71,45.29,45.29,opennem.org.au,false,
2023-01-03 22:00:00,Australia,New South Wales,AU-NSW,353.25,403.63,53.52,53.52,opennem.org.au,false,
2023-01-03 23:00:00,Australia,New South Wales,AU-NSW,325.65,375.47,57.15,57.15,opennem.org.au,false,
2023-01-04 00:00:00,Australia,New South Wales,AU-NSW,317.23,366.53,58.26,58.26,opennem.org.au,false,
2023-01-04 01:00:00,Australia,New South Wales,AU-NSW,310.12,359.17,59.19,59.19,opennem.org.au,false,
2023-01-04 02:00:00,Australia,New South Wales,AU-NSW,302.45,350.88,60.2,60.2,opennem.org.au,false,
2023-01-04 03:00:00,Australia,New South Wales,AU-NSW,345.4,393.58,54.56,54.56,opennem.org.au,false,
2023-01-04 04:00:00,Australia,New South Wales,AU-NSW,379.97,428.31,50.01,50.01,opennem.org.au,false,
2023-01-04 05:00:00,Australia,New South Wales,AU-NSW,400.8,449.26,47.26,47.26,opennem.org.au,false,
2023-01-04 06:00:00,Australia,New South Wales,AU-NSW,434.5,483.35,42.83,42.83,opennem.org.au,false,
2023-01-04 07:00:00,Australia,New South Wales,AU-NSW,455.4,503.64,40.08,40.08,opennem.org.au,false,
2023-01-04 08:00:00,Australia,New South Wales,AU-NSW,491.39,538.77,35.37,35.37,opennem.org.au,false,
2023-01-04 09:00:00,Australia,New South Wales,AU-NSW,536.33,583.83,29.55,29.55,opennem.org.au,false,
2023-01-04 10:00:00,Australia,New South Wales,AU-NSW,552.5,600.78,27.34,27.34,opennem.org.au,false,
2023-01-04 11:00:00,Australia,New South Wales,AU-NSW,543.95,591.47,28.43,28.43,opennem.org.au,false,
2023-01-04 12:00:00,Australia,New South Wales,AU-NSW,542.94,590.14,28.56,28.56,opennem.org.au,false,
2023-01-04 13:00:00,Australia,New South Wales,AU-NSW,540.86,587.83,28.83,28.83,opennem.org.au,false,
2023-01-04 14:00:00,Australia,New South Wales,AU-NSW,527.64,573.72,30.57,30.57,opennem.org.au,false,
2023-01-04 15:00:00,Australia,New South Wales,AU-NSW,529.51,575.61,30.33,30.33,opennem.org.au,false,
2023-01-04 16:00:00,Australia,New South Wales,AU-NSW,525.1,570.97,30.91,30.91,opennem.org.au,false,
2023-01-04 17:00:00,Australia,New South Wales,AU-NSW,511.78,556.83,32.66,32.66,opennem.org.au,false,
2023-01-04 18:00:00,Australia,New South Wales,AU-NSW,509.56,554.54,32.95,32.95,opennem.org.au,false,
2023-01-04 19:00:00,Australia,New South Wales,AU-NSW,526.51,572.98,30.72,30.72,opennem.org.au,false,
2023-01-04 20:00:00,Australia,New South Wales,AU-NSW,460.48,506.86,39.41,39.41,opennem.org.au,false,
2023-01-04 21:00:00,Australia,New South Wales,AU-NSW,386.98,433.43,49.08,49.08,opennem.org.au,false,
2023-01-04 22:00:00,Australia,New South Wales,AU-NSW,337.68,383.83,55.57,55.57,opennem.org.au,false,
2023-01-04 23:00:00,Australia,New South Wales,AU-NSW,308.89,354.67,59.36,59.36,opennem.org.au,false,
2023-01-05 00:00:00,Australia,New South Wales,AU-NSW,300.12,346.05,60.51,60.51,opennem.org.au,false,
2023-01-05 01:00:00,Australia,New South Wales,AU-NSW,299.77,346.26,60.56,60.56,opennem.org.au,false,
2023-01-05 02:00:00,Australia,New South Wales,AU-NSW,297.38,344.5,60.88,60.88,opennem.org.au,false,
2023-01-05 03:00:00,Australia,New South Wales,AU-NSW,306.51,353.67,59.67,59.67,opennem.org.au,false,
2023-01-05 04:00:00,Australia,New South Wales,AU-NSW,314.9,362.07,58.56,58.56,opennem.org.au,false,
2023-01-05 05:00:00,Australia,New South Wales,AU-NSW,359.52,407.09,52.7,52.7,opennem.org.au,false,
2023-01-05 06:00:00,Australia,New South Wales,AU-NSW,433.32,481.81,43.01,43.01,opennem.org.au,false,
2023-01-05 07:00:00,Australia,New South Wales,AU-NSW,462.61,510.61,39.14,39.14,opennem.org.au,false,
2023-01-05 08:00:00,Australia,New South Wales,AU-NSW,505.63,553.37,33.48,33.48,opennem.org.au,false,
2023-01-05 09:00:00,Australia,New South Wales,AU-NSW,545.03,592.99,28.29,28.29,opennem.org.au,false,
2023-01-05 10:00:00,Australia,New South Wales,AU-NSW,541.54,588.93,28.74,28.74,opennem.org.au,false,
2023-01-05 11:00:00,Australia,New South Wales,AU-NSW,547.41,595.01,27.97,27.97,opennem.org.au,false,
2023-01-05 12:00:00,Australia,New South Wales,AU-NSW,558.4,606.59,26.52,26.52,opennem.org.au,false,
2023-01-05 13:00:00,Australia,New South Wales,AU-NSW,562.81,611.23,25.95,25.95,opennem.org.au,false,
2023-01-05 14:00:00,Australia,New South Wales,AU-NSW,554.52,602.4,27.04,27.04,opennem.org.au,false,
2023-01-05 15:00:00,Australia,New South Wales,AU-NSW,543.59,590.38,28.47,28.47,opennem.org.au,false,
2023-01-05 16:00:00,Australia,New South Wales,AU-NSW,540.47,586.72,28.89,28.89,opennem.org.au,false,
2023-01-05 17:00:00,Australia,New South Wales,AU-NSW,537.37,583.32,29.3,29.3,opennem.org.au,false,
2023-01-05 18:00:00,Australia,New South Wales,AU-NSW,531.18,577.24,30.11,30.11,opennem.org.au,false,
2023-01-05 19:00:00,Australia,New South Wales,AU-NSW,516.3,562.17,32.06,32.06,opennem.org.au,false,
2023-01-05 20:00:00,Australia,New South Wales,AU-NSW,428.05,474.01,43.68,43.68,opennem.org.au,false,
2023-01-05 21:00:00,Australia,New South Wales,AU-NSW,331.19,376.21,56.42,56.42,opennem.org.au,false,
2023-01-05 22:00:00,Australia,New South Wales,AU-NSW,297.91,342.71,60.8,60.8,opennem.org.au,false,
2023-01-05 23:00:00,Australia,New South Wales,AU-NSW,292.16,337.38,61.56,61.56,opennem.org.au,false,
2023-01-06 00:00:00,Australia,New South Wales,AU-NSW,281.45,326.93,62.97,62.97,opennem.org.au,false,
2023-01-06 01:00:00,Australia,New South Wales,AU-NSW,278.25,324.1,63.39,63.39,opennem.org.au,false,
2023-01-06 02:00:00,Australia,New South Wales,AU-NSW,274.8,320.89,63.84,63.84,opennem.org.au,false,
2023-01-06 03:00:00,Australia,New South Wales,AU-NSW,273.76,319.74,63.98,63.98,opennem.org.au,false,
2023-01-06 04:00:00,Australia,New South Wales,AU-NSW,289.49,335.37,61.92,61.92,opennem.org.au,false,
2023-01-06 05:00:00,Australia,New South Wales,AU-NSW,317.76,363.72,58.2,58.2,opennem.org.au,false,
2023-01-06 06:00:00,Australia,New South Wales,AU-NSW,356.62,402.87,53.1,53.1,opennem.org.au,false,
2023-01-06 07:00:00,Australia,New South Wales,AU-NSW,414.84,462.08,45.42,45.42,opennem.org.au,false,
2023-01-06 08:00:00,Australia,New South Wales,AU-NSW,476.48,523.5,37.3,37.3,opennem.org.au,false,
2023-01-06 09:00:00,Australia,New South Wales,AU-NSW,538.16,585.4,29.19,29.19,opennem.org.au,false,
2023-01-06 10:00:00,Australia,New South Wales,AU-NSW,545.6,592.8,28.21,28.21,opennem.org.au,false,
2023-01-06 11:00:00,Australia,New South Wales,AU-NSW,538.56,585.34,29.14,29.14,opennem.org.au,false,
2023-01-06 12:00:00,Australia,New South Wales,AU-NSW,542.85,589.91,28.65,28.65,opennem.org.au,false,
2023-01-06 13:00:00,Australia,New South Wales,AU-NSW,540.71,587.62,28.86,28.86,opennem.org.au,false,
2023-01-06 14:00:00,Australia,New South Wales,AU-NSW,545.81,593.01,28.18,28.18,opennem.org.au,false,
2023-01-06 15:00:00,Australia,New South Wales,AU-NSW,566.89,615.07,25.41,25.41,opennem.org.au,false,
2023-01-06 16:00:00,Australia,New South Wales,AU-NSW,566.15,613.95,25.51,25.51,opennem.org.au,false,
2023-01-06 17:00:00,Australia,New South Wales,AU-NSW,562.23,609.71,26.02,26.02,opennem.org.au,false,
2023-01-06 18:00:00,Australia,New South Wales,AU-NSW,559.6,606.95,26.37,26.37,opennem.org.au,false,
2023-01-06 19:00:00,Australia,New South Wales,AU-NSW,540.59,587.66,28.87,28.87,opennem.org.au,false,
2023-01-06 20:00:00,Australia,New South Wales,AU-NSW,443.82,491.28,41.6,41.6,opennem.org.au,false,
2023-01-06 21:00:00,Australia,New South Wales,AU-NSW,369.0,417.1,51.45,51.45,opennem.org.au,false,
2023-01-06 22:00:00,Australia,New South Wales,AU-NSW,336.06,384.47,55.78,55.78,opennem.org.au,false,
2023-01-06 23:00:00,Australia,New South Wales,AU-NSW,314.38,362.85,58.63,58.63,opennem.org.au,false,
2023-01-07 00:00:00,Australia,New South Wales,AU-NSW,299.24,347.94,60.63,60.63,opennem.org.au,false,
2023-01-07 01:00:00,Australia,New South Wales,AU-NSW,288.23,336.98,62.07,62.07,opennem.org.au,false,
2023-01-07 02:00:00,Australia,New South Wales,AU-NSW,281.14,330.0,63.01,63.01,opennem.org.au,false,
2023-01-07 03:00:00,Australia,New South Wales,AU-NSW,280.98,329.86,63.03,63.03,opennem.org.au,false,
2023-01-07 04:00:00,Australia,New South Wales,AU-NSW,291.09,340.07,61.7,61.7,opennem.org.au,false,
2023-01-07 05:00:00,Australia,New South Wales,AU-NSW,333.08,382.64,56.17,56.17,opennem.org.au,false,
2023-01-07 06:00:00,Australia,New South Wales,AU-NSW,388.31,438.84,48.91,48.91,opennem.org.au,false,
2023-01-07 07:00:00,Australia,New South Wales,AU-NSW,446.16,496.91,41.3,41.3,opennem.org.au,false,
2023-01-07 08:00:00,Australia,New South Wales,AU-NSW,523.45,573.9,31.14,31.14,opennem.org.au,false,
2023-01-07 09:00:00,Australia,New South Wales,AU-NSW,583.58,633.65,23.27,23.27,opennem.org.au,false,
2023-01-07 10:00:00,Australia,New South Wales,AU-NSW,571.9,620.75,24.75,24.75,opennem.org.au,false,
2023-01-07 11:00:00,Australia,New South Wales,AU-NSW,578.78,627.63,24.0,24.0,opennem.org.au,false,
2023-01-07 12:00:00,Australia,New South Wales,AU-NSW,579.37,628.31,23.86,23.86,opennem.org.au,false,
2023-01-07 13:00:00,Australia,New South Wales,AU-NSW,570.38,618.84,24.95,24.95,opennem.org.au,false,
2023-01-07 14:00:00,Australia,New South Wales,AU-NSW,572.41,620.93,24.76,24.76,opennem.org.au,false,
2023-01-07 15:00:00,Australia,New South Wales,AU-NSW,591.93,641.59,22.13,22.13,opennem.org.au,false,
2023-01-07 16:00:00,Australia,New South Wales,AU-NSW,628.09,679.78,17.41,17.41,opennem.org.au,false,
2023-01-07 17:00:00,Australia,New South Wales,AU-NSW,633.53,685.61,16.64,16.64,opennem.org.au,false,
2023-01-07 18:00:00,Australia,New South Wales,AU-NSW,635.25,687.44,16.41,16.41,opennem.org.au,false,
2023-01-07 19:00:00,Australia,New South Wales,AU-NSW,630.34,682.93,17.06,17.06,opennem.org.au,false,
2023-01-07 20:00:00,Australia,New South Wales,AU-NSW,480.04,531.18,36.84,36.84,opennem.org.au,false,
2023-01-07 21:00:00,Australia,New South Wales,AU-NSW,364.77,415.15,52.0,52.0,opennem.org.au,false,
2023-01-07 22:00:00,Australia,New South Wales,AU-NSW,318.36,368.54,58.11,58.11,opennem.org.au,false,
2023-01-07 23:00:00,Australia,New South Wales,AU-NSW,294.91,344.99,61.2,61.2,opennem.org.au,false,
2023-01-08 00:00:00,Australia,New South Wales,AU-NSW,283.95,333.94,62.64,62.64,opennem.org.au,false,
2023-01-08 01:00:00,Australia,New South Wales,AU-NSW,264.58,314.11,65.19,65.19,opennem.org.au,false,
2023-01-08 02:00:00,Australia,New South Wales,AU-NSW,262.68,312.08,65.44,65.44,opennem.org.au,false,
2023-01-08 03:00:00,Australia,New South Wales,AU-NSW,258.48,307.77,65.99,65.99,opennem.org.au,false,
2023-01-08 04:00:00,Australia,New South Wales,AU-NSW,263.49,312.89,65.33,65.33,opennem.org.au,false,
2023-01-08 05:00:00,Australia,New South Wales,AU-NSW,304.24,354.5,59.97,59.97,opennem.org.au,false,
2023-01-08 06:00:00,Australia,New South Wales,AU-NSW,368.73,420.24,51.48,51.48,opennem.org.au,false,
2023-01-08 07:00:00,Australia,New South Wales,AU-NSW,450.79,503.61,40.69,40.69,opennem.org.au,false,
2023-01-08 08:00:00,Australia,New South Wales,AU-NSW,546.69,599.82,28.0,28.0,opennem.org.au,false,
2023-01-08 09:00:00,Australia,New South Wales,AU-NSW,622.48,676.8,17.45,17.45,opennem.org.au,false,
2023-01-08 10:00:00,Australia,New South Wales,AU-NSW,664.36,719.35,12.41,12.41,opennem.org.au,false,
2023-01-08 11:00:00,Australia,New South Wales,AU-NSW,677.4,732.7,10.93,10.93,opennem.org.au,false,
2023-01-08 12:00:00,Australia,New South Wales,AU-NSW,679.27,734.51,10.77,10.77,opennem.org.au,false,
2023-01-08 13:00:00,Australia,New South Wales,AU-NSW,683.56,739.11,10.15,10.15,opennem.org.au,false,
2023-01-08 14:00:00,Australia,New South Wales,AU-NSW,702.88,759.53,7.56,7.56,opennem.org.au,false,
2023-01-08 15:00:00,Australia,New South Wales,AU-NSW,711.72,768.93,6.35,6.35,opennem.org.au,false,
2023-01-08 16:00:00,Australia,New South Wales,AU-NSW,716.26,773.76,5.77,5.77,opennem.org.au,false,
2023-01-08 17:00:00,Australia,New South Wales,AU-NSW,719.78,777.44,5.41,5.41,opennem.org.au,false,
2023-01-08 18:00:00,Australia,New South Wales,AU-NSW,674.27,729.81,11.34,11.34,opennem.org.au,false,
2023-01-08 19:00:00,Australia,New South Wales,AU-NSW,645.06,699.71,15.13,15.13,opennem.org.au,false,
2023-01-08 20:00:00,Australia,New South Wales,AU-NSW,527.79,581.01,30.55,30.55,opennem.org.au,false,
2023-01-08 21:00:00,Australia,New South Wales,AU-NSW,408.14,460.28,46.31,46.31,opennem.org.au,false,
2023-01-08 22:00:00,Australia,New South Wales,AU-NSW,319.49,370.08,57.98,57.98,opennem.org.au,false,
2023-01-08 23:00:00,Australia,New South Wales,AU-NSW,283.77,333.5,62.66,62.66,opennem.org.au,false,
2023-01-09 00:00:00,Australia,New South Wales,AU-NSW,260.53,309.63,65.72,65.72,opennem.org.au,false,
2023-01-09 01:00:00,Australia,New South Wales,AU-NSW,252.28,301.12,66.8,66.8,opennem.org.au,false,
2023-01-09 02:00:00,Australia,New South Wales,AU-NSW,247.54,296.15,67.43,67.43,opennem.org.au,false,
2023-01-09 03:00:00,Australia,New South Wales,AU-NSW,259.21,308.07,65.9,65.9,opennem.org.au,false,
2023-01-09 04:00:00,Australia,New South Wales,AU-NSW,292.51,342.02,61.5,61.5,opennem.org.au,false,
2023-01-09 05:00:00,Australia,New South Wales,AU-NSW,341.92,392.04,54.95,54.95,opennem.org.au,false,
2023-01-09 06:00:00,Australia,New South Wales,AU-NSW,387.29,438.36,48.35,48.35,opennem.org.au,false,
2023-01-09 07:00:00,Australia,New South Wales,AU-NSW,425.22,476.51,42.64,42.64,opennem.org.au,false,
2023-01-09 08:00:00,Australia,New South Wales,AU-NSW,475.74,527.11,35.39,35.39,opennem.org.au,false,
2023-01-09 09:00:00,Australia,New South Wales,AU-NSW,513.47,565.91,29.46,29.46,opennem.org.au,false,
2023-01-09 10:00:00,Australia,New South Wales,AU-NSW,529.06,580.92,27.9,27.9,opennem.org.au,false,
2023-01-09 11:00:00,Australia,New South Wales,AU-NSW,589.71,644.49,19.72,19.72,opennem.org.au,false,
2023-01-09 12:00:00,Australia,New South Wales,AU-NSW,579.68,633.93,20.93,20.93,opennem.org.au,false,
2023-01-09 13:00:00,Australia,New South Wales,AU-NSW,586.51,641.55,19.84,19.84,opennem.org.au,false,
2023-01-09 14:00:00,Australia,New South Wales,AU-NSW,577.2,629.93,22.09,22.09,opennem.org.au,false,
2023-01-09 15:00:00,Australia,New South Wales,AU-NSW,585.63,635.46,22.94,22.94,opennem.org.au,false,
2023-01-09 16:00:00,Australia,New South Wales,AU-NSW,590.01,640.08,22.37,22.37,opennem.org.au,false,
2023-01-09 17:00:00,Australia,New South Wales,AU-NSW,593.41,643.73,21.95,21.95,opennem.org.au,false,
2023-01-09 18:00:00,Australia,New South Wales,AU-NSW,595.87,646.44,21.63,21.63,opennem.org.au,false,
2023-01-09 19:00:00,Australia,New South Wales,AU-NSW,598.61,649.86,21.23,21.23,opennem.org.au,false,
2023-01-09 20:00:00,Australia,New South Wales,AU-NSW,502.41,553.16,33.88,33.88,opennem.org.au,false,
2023-01-09 21:00:00,Australia,New South Wales,AU-NSW,410.42,461.35,45.99,45.99,opennem.org.au,false,
2023-01-09 22:00:00,Australia,New South Wales,AU-NSW,356.16,406.46,53.14,53.14,opennem.org.au,false,
2023-01-09 23:00:00,Australia,New South Wales,AU-NSW,306.91,356.31,59.61,59.61,opennem.org.au,false,
2023-01-10 00:00:00,Australia,New South Wales,AU-NSW,287.75,337.09,62.13,62.13,opennem.org.au,false,
2023-01-10 01:00:00,Australia,New South Wales,AU-NSW,275.38,324.59,63.76,63.76,opennem.org.au,false,
2023-01-10 02:00:00,Australia,New South Wales,AU-NSW,272.01,321.08,64.19,64.19,opennem.org.au,false,
2023-01-10 03:00:00,Australia,New South Wales,AU-NSW,283.7,333.1,62.67,62.67,opennem.org.au,false,
2023-01-10 04:00:00,Australia,New South Wales,AU-NSW,303.03,352.52,60.14,60.14,opennem.org.au,false,
2023-01-10 05:00:00,Australia,New South Wales,AU-NSW,335.01,384.8,55.91,55.91,opennem.org.au,false,
2023-01-10 06:00:00,Australia,New South Wales,AU-NSW,370.9,421.39,50.82,50.82,opennem.org.au,false,
2023-01-10 07:00:00,Australia,New South Wales,AU-NSW,446.26,499.23,39.57,39.57,opennem.org.au,false,
2023-01-10 08:00:00,Australia,New South Wales,AU-NSW,487.32,539.36,33.45,33.45,opennem.org.au,false,
2023-01-10 09:00:00,Australia,New South Wales,AU-NSW,534.08,585.19,27.64,27.64,opennem.org.au,false,
2023-01-10 10:00:00,Australia,New South Wales,AU-NSW,543.62,594.52,26.54,26.54,opennem.org.au,false,
2023-01-10 11:00:00,Australia,New South Wales,AU-NSW,541.13,591.54,27.0,27.0,opennem.org.au,false,
2023-01-10 12:00:00,Australia,New South Wales,AU-NSW,540.06,590.6,26.9,26.9,opennem.org.au,false,
2023-01-10 13:00:00,Australia,New South Wales,AU-NSW,537.59,587.89,27.26,27.26,opennem.org.au,false,
2023-01-10 14:00:00,Australia,New South Wales,AU-NSW,535.67,586.04,27.36,27.36,opennem.org.au,false,
2023-01-10 15:00:00,Australia,New South Wales,AU-NSW,548.35,598.96,25.97,25.97,opennem.org.au,false,
2023-01-10 16:00:00,Australia,New South Wales,AU-NSW,542.86,592.68,26.93,26.93,opennem.org.au,false,
2023-01-10 17:00:00,Australia,New South Wales,AU-NSW,552.4,602.85,25.69,25.69,opennem.org.au,false,
2023-01-10 18:00:00,Australia,New South Wales,AU-NSW,568.43,620.3,23.29,23.29,opennem.org.au,false,
2023-01-10 19:00:00,Australia,New South Wales,AU-NSW,571.86,626.03,21.82,21.82,opennem.org.au,false,
2023-01-10 20:00:00,Australia,New South Wales,AU-NSW,509.41,562.18,30.87,30.87,opennem.org.au,false,
2023-01-10 21:00:00,Australia,New South Wales,AU-NSW,445.57,496.66,40.18,40.18,opennem.org.au,false,
2023-01-10 22:00:00,Australia,New South Wales,AU-NSW,393.87,444.65,47.04,47.04,opennem.org.au,false,
2023-01-10 23:00:00,Australia,New South Wales,AU-NSW,382.16,434.0,48.6,48.6,opennem.org.au,false,
2023-01-11 00:00:00,Australia,New South Wales,AU-NSW,364.47,416.39,50.94,50.94,opennem.org.au,false,
2023-01-11 01:00:00,Australia,New South Wales,AU-NSW,355.92,408.08,52.11,52.11,opennem.org.au,false,
2023-01-11 02:00:00,Australia,New South Wales,AU-NSW,354.6,406.96,52.3,52.3,opennem.org.au,false,
