cal
320.3306422367374
320.2308775060931
319.6481021051212
318.2707297992325
317.6900981613277
317.3585404793074
317.24023720221527
317.0620163050254
316.7696538787611
315.70062365371643
308.5669110146856
295.8169523220974
278.32288308927025
259.4649705613955
238.31141266729378
223.1981496368664
212.51968067200414
