datetime,active_jobs,ci,emissions
2020-01-01 00:00:00,0.0,353.3198751441949,0.0
2020-01-01 01:00:00,0.0,349.62840878408787,0.0
2020-01-01 02:00:00,0.0,347.67481789802287,0.0
2020-01-01 03:00:00,0.0,346.1473058799426,0.0
2020-01-01 04:00:00,0.0,345.0601743856868,0.0
2020-01-01 05:00:00,0.0,353.2090959899399,0.0
2020-01-01 06:00:00,0.0,354.5480251240914,0.0
2020-01-01 07:00:00,0.0,362.1503526932942,0.0
2020-01-01 08:00:00,0.0,354.41628959276017,0.0
2020-01-01 09:00:00,1.0,332.7150123085061,332.7150123085061
2020-01-01 10:00:00,6.0,318.46497469654884,1910.7898481792931
2020-01-01 11:00:00,6.0,310.51162876618696,1863.0697725971218
2020-01-01 12:00:00,8.0,301.1946130919528,2409.5569047356225
2020-01-01 13:00:00,12.0,318.1851788529853,3818.222146235824
2020-01-01 14:00:00,14.0,344.0340751183164,4816.4770516564295
2020-01-01 15:00:00,16.0,357.02020181091103,5712.3232289745765
2020-01-01 16:00:00,16.0,350.3454345873665,5605.526953397864
2020-01-01 17:00:00,16.0,346.2534725623494,5540.05556099759
2020-01-01 18:00:00,16.0,329.140190505454,5266.243048087264
2020-01-01 19:00:00,14.0,332.8695025095671,4660.173035133939
2020-01-01 20:00:00,14.0,330.6006786252121,4628.4095007529695
2020-01-01 21:00:00,14.0,335.62678156467854,4698.7749419055
2020-01-01 22:00:00,14.0,345.22828579474594,4833.196001126444
2020-01-01 23:00:00,14.0,340.50359186655305,4767.050286131743
2020-01-02 00:00:00,14.0,338.0165465705898,4732.231651988257
2020-01-02 01:00:00,14.0,332.8669708813358,4660.137592338701
2020-01-02 02:00:00,14.0,324.9930485185035,4549.902679259048
2020-01-02 03:00:00,14.0,304.56720500922006,4263.940870129081
2020-01-02 04:00:00,14.0,305.5411318787101,4277.575846301941
2020-01-02 05:00:00,14.0,318.08562191018626,4453.198706742608
2020-01-02 06:00:00,14.0,321.2420746611362,4497.389045255907
2020-01-02 07:00:00,14.0,328.1485790507244,4594.080106710141
2020-01-02 08:00:00,14.0,321.0989139072848,4495.384794701987
2020-01-02 09:00:00,14.0,310.8299051689596,4351.618672365435
2020-01-02 10:00:00,14.0,299.9260073495194,4198.964102893272
2020-01-02 11:00:00,14.0,298.4664694280079,4178.530571992111
2020-01-02 12:00:00,16.0,305.2173194941464,4883.4771119063425
2020-01-02 13:00:00,18.0,308.6283736800401,5555.310726240722
2020-01-02 14:00:00,20.0,305.95747515957095,6119.149503191419
2020-01-02 15:00:00,22.0,305.9715437042933,6731.3739614944525
2020-01-02 16:00:00,26.0,297.5623952334324,7736.6222760692435
2020-01-02 17:00:00,27.0,298.1029808525598,8048.780483019115
2020-01-02 18:00:00,27.0,296.11984310538816,7995.2357638454805
2020-01-02 19:00:00,27.0,296.0648435652928,7993.750776262906
2020-01-02 20:00:00,26.0,282.76422426200145,7351.869830812037
2020-01-02 21:00:00,25.0,278.39074437541564,6959.768609385391
2020-01-02 22:00:00,24.0,258.2555923846961,6198.134217232707
2020-01-02 23:00:00,24.0,238.75072751434,5730.01746034416
2020-01-03 00:00:00,24.0,226.20077194272253,5428.81852662534
2020-01-03 01:00:00,23.0,212.8826377295493,4896.300667779634
2020-01-03 02:00:00,23.0,205.29306428346405,4721.740478519673
2020-01-03 03:00:00,23.0,199.10779868510545,4579.479369757425
2020-01-03 04:00:00,22.0,196.5078311994988,4323.172286388974
2020-01-03 05:00:00,21.0,199.22939960537445,4183.817391712863
2020-01-03 06:00:00,20.0,208.0462368861183,4160.9247377223655
2020-01-03 07:00:00,20.0,220.9049489743173,4418.098979486346
2020-01-03 08:00:00,20.0,226.8582828518173,4537.165657036347
2020-01-03 09:00:00,19.0,228.08207001697207,4333.55933032247
2020-01-03 10:00:00,19.0,225.9376384535005,4292.81513061651
2020-01-03 11:00:00,18.0,232.26075069054,4180.69351242972
2020-01-03 12:00:00,20.0,237.1211740161756,4742.423480323512
2020-01-03 13:00:00,22.0,232.0765758665654,5105.684669064439
2020-01-03 14:00:00,24.0,236.94558695620125,5686.69408694883
2020-01-03 15:00:00,25.0,235.48616455659013,5887.154113914753
2020-01-03 16:00:00,25.0,234.30285689323784,5857.571422330946
2020-01-03 17:00:00,25.0,227.5416823676049,5688.542059190122
2020-01-03 18:00:00,25.0,214.24980390415723,5356.245097603931
2020-01-03 19:00:00,25.0,207.9403711870636,5198.509279676589
2020-01-03 20:00:00,24.0,200.55413140866105,4813.299153807865
2020-01-03 21:00:00,24.0,197.37589982845145,4737.021595882835
2020-01-03 22:00:00,24.0,195.15940594059407,4683.825742574258
2020-01-03 23:00:00,24.0,184.77805876285228,4434.673410308455
2020-01-04 00:00:00,23.0,185.3049226633089,4262.013221256105
2020-01-04 01:00:00,22.0,195.2517580153581,4295.538676337878
2020-01-04 02:00:00,22.0,203.7134504911792,4481.695910805943
2020-01-04 03:00:00,22.0,192.05680109479803,4225.249624085557
2020-01-04 04:00:00,22.0,190.3807599823336,4188.376719611339
2020-01-04 05:00:00,21.0,182.6987699760916,3836.6741694979237
2020-01-04 06:00:00,21.0,183.7423978608296,3858.590355077422
2020-01-04 07:00:00,20.0,188.9005208491974,3778.010416983948
2020-01-04 08:00:00,20.0,192.08559790600552,3841.7119581201105
2020-01-04 09:00:00,20.0,184.10308617348684,3682.061723469737
2020-01-04 10:00:00,20.0,178.6820538621721,3573.641077243442
2020-01-04 11:00:00,20.0,182.74641874584955,3654.928374916991
2020-01-04 12:00:00,18.0,176.72526113249037,3181.054700384827
2020-01-04 13:00:00,18.0,189.20722815753115,3405.7301068355605
2020-01-04 14:00:00,17.0,199.9127285075556,3398.5163846284454
2020-01-04 15:00:00,17.0,204.3144718646194,3473.34602169853
2020-01-04 16:00:00,15.0,226.9986002318808,3404.979003478212
2020-01-04 17:00:00,13.0,238.21390740767177,3096.780796299733
2020-01-04 18:00:00,13.0,246.71767634117072,3207.329792435219
2020-01-04 19:00:00,13.0,255.2393586680028,3318.1116626840367
2020-01-04 20:00:00,13.0,271.2627966967893,3526.4163570582605
2020-01-04 21:00:00,12.0,293.73272329964493,3524.792679595739
2020-01-04 22:00:00,11.0,312.2573471008737,3434.8308181096104
2020-01-04 23:00:00,11.0,310.7606067349058,3418.366674083964
2020-01-05 00:00:00,10.0,321.3263361010408,3213.263361010408
2020-01-05 01:00:00,10.0,325.94026616513685,3259.4026616513684
2020-01-05 02:00:00,10.0,331.7476098615734,3317.476098615734
2020-01-05 03:00:00,10.0,338.1976537580545,3381.976537580545
2020-01-05 04:00:00,9.0,339.53445560568656,3055.810100451179
2020-01-05 05:00:00,9.0,344.6956709024338,3102.261038121904
2020-01-05 06:00:00,9.0,347.5568998587779,3128.012098729001
2020-01-05 07:00:00,9.0,354.521021952127,3190.689197569143
2020-01-05 08:00:00,8.0,356.2628168174137,2850.1025345393095
2020-01-05 09:00:00,8.0,346.55722799511,2772.45782396088
2020-01-05 10:00:00,8.0,337.27384818627183,2698.1907854901747
2020-01-05 11:00:00,7.0,332.7422684172137,2329.195878920496
2020-01-05 12:00:00,7.0,334.98399910275344,2344.887993719274
2020-01-05 13:00:00,7.0,337.2296439671698,2360.6075077701885
2020-01-05 14:00:00,7.0,344.1608189345533,2409.125732541873
2020-01-05 15:00:00,7.0,340.9038636153062,2386.327045307143
2020-01-05 16:00:00,7.0,331.31324483196056,2319.192713823724
2020-01-05 17:00:00,6.0,335.30412416538945,2011.8247449923367
2020-01-05 18:00:00,5.0,336.1765374236614,1680.8826871183069
2020-01-05 19:00:00,5.0,331.997171623737,1659.985858118685
2020-01-05 20:00:00,5.0,326.3149633642393,1631.5748168211965
2020-01-05 21:00:00,4.0,325.01405686399323,1300.056227455973
2020-01-05 22:00:00,4.0,322.5254292134832,1290.1017168539329
2020-01-05 23:00:00,4.0,313.2368814511916,1252.9475258047664
