2023-01-01 00:00:00,FR,3678330.0,BR-CS,3678330.0,GB,3678330.0,DE,1103499.0
2023-01-01 01:00:00,FR,3686812.4242424243,BR-CS,3686812.4242424243,GB,3686812.4242424243,DE,1106043.727272728
2023-01-01 02:00:00,FR,3708522.727272727,BR-CS,3708522.727272727,GB,3708522.727272727,DE,1112556.8181818197
2023-01-01 03:00:00,FR,3632029.0909090913,BR-CS,3632029.0909090913,GB,3632029.0909090913,DE,1089608.7272727252
2023-01-01 04:00:00,FR,3831357.8787878784,BR-CS,3831357.8787878784,GB,3831357.8787878784,DE,1149407.3636363638
2023-01-01 05:00:00,FR,3875910.6060606064,BR-CS,3875910.6060606064,GB,3875910.6060606064,DE,1162773.1818181816
2023-01-01 06:00:00,FR,3844993.3333333335,BR-CS,3844993.3333333335,GB,3844993.3333333335,DE,1153497.9999999986
2023-01-01 07:00:00,FR,3879873.3333333335,BR-CS,3879873.3333333335,GB,3879873.3333333335,DE,1163961.9999999986
2023-01-01 08:00:00,FR,3905257.5757575757,BR-CS,3905257.5757575757,GB,3905257.5757575757,DE,1171577.272727272
2023-01-01 09:00:00,FR,3958865.757575758,BR-CS,3958865.757575758,GB,3958865.757575758,DE,1187659.7272727266
2023-01-01 10:00:00,FR,4000466.666666667,BR-CS,4000466.666666667,GB,4000466.666666667,DE,1200139.9999999981
2023-01-01 11:00:00,FR,4019963.3333333335,BR-CS,4019963.3333333335,GB,4019963.3333333335,DE,1205988.9999999986
2023-01-01 12:00:00,FR,3975066.0606060605,BR-CS,3975066.0606060605,GB,3975066.0606060605,DE,1192519.8181818184
2023-01-01 13:00:00,FR,4002492.727272727,BR-CS,4002492.727272727,GB,4002492.727272727,DE,1200747.8181818197
2023-01-01 14:00:00,FR,3968322.4242424243,BR-CS,3968322.4242424243,GB,3968322.4242424243,DE,1190496.727272728
2023-01-01 15:00:00,FR,3996803.3333333335,BR-CS,3996803.3333333335,GB,3996803.3333333335,DE,1199040.9999999986
2023-01-01 16:00:00,FR,4002334.2424242427,BR-CS,4002334.2424242427,GB,4002334.2424242427,DE,1200700.272727273
2023-01-01 17:00:00,FR,3998503.6363636362,BR-CS,3998503.6363636362,GB,3998503.6363636362,DE,1199551.0909090904
2023-01-01 18:00:00,FR,3903842.1212121216,BR-CS,3903842.1212121216,GB,3903842.1212121216,DE,1171152.6363636362
2023-01-01 19:00:00,FR,3842002.4242424243,BR-CS,3842002.4242424243,GB,3842002.4242424243,DE,1152600.727272728
2023-01-01 20:00:00,FR,3867323.6363636362,BR-CS,3867323.6363636362,GB,3867323.6363636362,DE,1160197.0909090904
2023-01-01 21:00:00,FR,3743485.757575758,BR-CS,3743485.757575758,GB,3743485.757575758,DE,1123045.7272727266
2023-01-01 22:00:00,FR,3710430.0,BR-CS,3710430.0,GB,3710430.0,DE,1113129.0
2023-01-01 23:00:00,FR,3710455.757575758,BR-CS,3710455.757575758,GB,3710455.757575758,DE,1113136.7272727266
2023-01-02 00:00:00,FR,3618698.7878787885,BR-CS,3618698.7878787885,GB,3618698.7878787885,DE,1085609.6363636334
2023-01-02 01:00:00,FR,3554478.484848485,BR-CS,3554478.484848485,GB,3554478.484848485,DE,1066343.5454545463
2023-01-02 02:00:00,FR,3624747.8787878784,BR-CS,3624747.8787878784,GB,3624747.8787878784,DE,1087424.3636363638
2023-01-02 03:00:00,FR,3665016.363636364,BR-CS,3665016.363636364,GB,3665016.363636364,DE,1099504.9090909082
2023-01-02 04:00:00,FR,3689215.757575758,BR-CS,3689215.757575758,GB,3689215.757575758,DE,1106764.7272727266
2023-01-02 05:00:00,FR,3602375.757575758,BR-CS,3602375.757575758,GB,3602375.757575758,DE,1080712.7272727266
2023-01-02 06:00:00,FR,3695324.2424242427,BR-CS,3695324.2424242427,GB,3695324.2424242427,DE,1108597.272727273
2023-01-02 07:00:00,FR,3764698.181818182,BR-CS,3764698.181818182,GB,3764698.181818182,DE,1129409.4545454546
2023-01-02 08:00:00,FR,3751784.2424242427,BR-CS,3751784.2424242427,GB,3751784.2424242427,DE,1125535.272727273
2023-01-02 09:00:00,FR,3724760.0,BR-CS,3724760.0,GB,3724760.0,DE,1117428.0
2023-01-02 10:00:00,FR,3814718.7878787885,BR-CS,3814718.7878787885,GB,3814718.7878787885,DE,1144415.6363636334
2023-01-02 11:00:00,FR,3887330.6060606064,BR-CS,3887330.6060606064,GB,3887330.6060606064,DE,1166199.1818181816
2023-01-02 12:00:00,FR,3975031.5151515156,BR-CS,3975031.5151515156,GB,3975031.5151515156,DE,1192509.4545454532
2023-01-02 13:00:00,FR,3959134.2424242427,BR-CS,3959134.2424242427,GB,3959134.2424242427,DE,1187740.272727273
2023-01-02 14:00:00,FR,3992451.212121212,BR-CS,3992451.212121212,GB,3992451.212121212,US-MIDA-PJM,1197735.3636363652
2023-01-02 15:00:00,FR,3966012.4242424243,BR-CS,3966012.4242424243,GB,3966012.4242424243,US-MIDA-PJM,1189803.727272728
2023-01-02 16:00:00,FR,3929103.3333333335,BR-CS,3929103.3333333335,GB,3929103.3333333335,IE,1178730.9999999986
2023-01-02 17:00:00,FR,3973584.8484848486,BR-CS,3973584.8484848486,GB,3973584.8484848486,IE,1192075.454545455
2023-01-02 18:00:00,FR,3971195.1515151514,BR-CS,3971195.1515151514,GB,3971195.1515151514,IE,1191358.545454545
2023-01-02 19:00:00,FR,4024483.93939394,BR-CS,4024483.93939394,IE,4024483.93939394,GB,1207345.1818181812
